-2.030629927382208155e+00,3.944068830565591877e-01,1.910866499093588633e+00,-1.007466859846391838e+00,-4.145573578086202970e-01,1.029323979943351786e+00,-7.185541505654904348e-01,1.295968186368421093e-01,9.702010658196078552e-01,-1.439258573400554075e+00,6.500011110075419596e-02,-1.384534210948698219e+00,1.628550615936566359e+00,-5.481594990599858441e-03,1.587843723675843588e+00,2.519543950995360992e-01,-4.053309288789748166e-01,-7.348852108931722693e-01,-1.978922658174274152e-01,-5.592704997349057239e-01,1.029396910059401149e+00,-1.210201293613370144e+00,7.705352401452547628e-02,-8.926533780231001858e-01,-8.867913556290809574e-01,9.000000000000000000e+00
1.924873365816889059e+00,6.202700570770420807e-01,-2.733652889999599100e+00,1.880278701471316261e-02,1.157190764312260534e+00,-1.032706185177125313e+00,-1.912109996890772434e+00,-3.337725225217641700e+00,-2.754246448297805183e-01,1.782084597364707590e-01,1.152688857473574746e+00,-1.399564947604312826e+00,-2.125199534115217670e+00,1.767747736990164520e-01,-1.759620060182787160e-01,2.463474944758080598e-01,-6.102414624586353087e-01,-5.487718071852626389e-01,8.499638477095055045e-01,1.055454544182160337e+00,-6.063951944139368555e-01,1.656549820152432462e+00,6.032119510563050957e-01,-7.143387800445476499e-01,-1.951086212046396207e-02,5.000000000000000000e+00
1.090408930074421079e+00,-1.085737126658061769e-01,-4.233819196481369396e+00,1.275205658470785819e+00,4.811441853690777704e-01,-8.972693666572001403e-01,-1.299968438882732835e+00,-1.163204526931474359e+00,3.570067173533866822e-02,-1.550314296154104099e+00,1.856264503557138124e+00,-7.383941722399192109e-01,-9.994725364101548770e-01,9.079123006528383444e-02,4.541890379059113081e-01,-1.547771073830183086e-01,7.658038498387276238e-01,2.299611144504003502e-01,-4.315000116680948183e-01,1.382452721272917628e+00,-7.214893795164467605e-01,1.009389884416895589e+00,7.483367977890578171e-01,1.997539218389400850e-01,-7.176762477292306097e-03,5.000000000000000000e+00
-1.768632544162598963e+00,1.377295658669695166e+00,-1.820428772444953935e+00,-6.763077872074910735e-01,9.687990759541573738e-01,-2.039704690822732869e-01,-1.419232878331580405e+00,6.358287429606896968e-01,-3.951370260533680623e-03,1.560579920378923346e-01,-1.046357515187803733e+00,2.881794100792353763e+00,3.125419255963883536e-02,-3.193143398022022517e-01,9.898313973115130393e-01,9.686282414233224891e-01,5.907986593870948600e-01,-4.990712406995589934e-02,-4.865828611406645132e-01,1.610381044203652356e+00,-2.847452213271469690e-01,-1.452689944909532294e+00,8.534184324216759210e-01,-2.635148343158281170e-01,-8.402390913263707573e-02,4.000000000000000000e+00
-3.911084952958953753e+00,-1.092927945781884125e+00,-9.538399778740708213e-02,2.130069280425805067e-01,-2.010449480389580934e+00,-2.197470421413245945e-01,9.143633708299498952e-01,-4.705218747460564455e-01,2.717143894427999640e-01,-4.276871142957711647e-01,4.434050523391249721e-01,6.977553681727891588e-01,-1.015030975179624706e+00,6.258964675700301461e-01,-8.458465372110272051e-01,-6.338551445401658935e-01,-2.576115318445936220e-01,-1.165264728630707736e-01,-1.783799787486599342e-01,-2.177573221523743802e-02,5.662733253547336254e-02,3.963530666817304260e-01,-8.588233255399868593e-03,4.111189109721518631e-01,-8.794585311230169733e-01,1.000000000000000000e+00
-7.897395805028565308e-01,3.633755591744491920e+00,-3.537497921347300123e-01,-1.604911459634928317e+00,-7.349651351628274654e-01,-9.375474745317566860e-01,1.761300659956851256e+00,8.527074453433463042e-01,-5.486192334641033508e-01,-1.443878269020073990e+00,-1.200507165751002026e+00,5.638903106556564238e-01,2.343955585519936213e-01,1.535189363970218546e-01,-1.702194111036958724e-01,1.440792246812673261e-01,-1.048730247472515309e+00,-7.963540841280353222e-02,-7.010771307501659222e-02,1.229704943756997126e+00,2.129432428035582525e-02,1.724992913469977074e+00,-7.006301346597602064e-01,4.640670694078566916e-01,5.991391966664150193e-03,7.000000000000000000e+00
3.169481754576013444e+00,-2.575350465767122787e-01,-3.089635684111091685e+00,6.844206815323199411e-01,-3.118578404201762133e+00,2.185086617546371457e+00,-1.413435632773376860e-01,-8.687939110601170523e-01,1.852257179770130935e-01,-2.356159105633316986e-01,2.658774525673012756e-01,-2.901729320499771281e-01,-6.738731175984442601e-01,-1.263792260215333307e+00,-5.454230680097142958e-01,6.363135059895666523e-02,-9.321535605614310604e-01,1.087401411488437386e+00,-4.186653257885158963e-01,-5.040233061408261328e-01,5.800241480569606756e-01,1.600454869908744249e-01,-8.912256979646440702e-02,4.039820081302089583e-02,-9.653876888324619543e-01,0.000000000000000000e+00
4.272997959896965292e-01,7.111629303816772163e-01,3.801626872601588047e+00,8.255092512984396613e-01,-5.082408829091172864e-01,-7.886875376151972761e-01,-2.929990189278391388e-01,1.486820061767747392e+00,2.102541693018369795e+00,9.599977114179261140e-01,2.782357245751004848e-02,1.878928079834807918e-01,-7.913116447075497772e-01,5.699032648818794788e-01,1.391057281830720305e+00,1.990029248014040686e+00,-1.652801992257553865e+00,-5.732054696892124879e-01,-7.720852636141171260e-03,1.170878914232792445e+00,-8.848443296381416356e-01,-4.003293388617101822e-01,-8.870641294577064073e-02,-1.138347840725734583e+00,-1.565341897037976215e+00,6.000000000000000000e+00
1.002115135633935505e+00,1.919839053172000654e+00,-1.738084251598366325e+00,1.631483700994538877e+00,-1.235846913385575618e+00,8.153129735564513814e-01,1.393620182286775810e-01,-2.597710208106911445e-01,1.425189445863402460e+00,1.254568381494570506e+00,2.025652516375704426e-01,-2.046441300683256581e-01,8.511110446811578356e-01,-8.939013162019002756e-01,-7.893299913983011784e-01,2.190231407991575008e+00,-1.000953854464243120e+00,-4.174277557369229785e-02,2.005196772631843594e+00,-7.569609944604616114e-01,-9.668648144714222514e-01,1.949136209363120820e+00,-5.678730396991626961e-02,1.218412733201384324e+00,-7.699756724155856769e-02,5.000000000000000000e+00
-1.091833544160786040e+00,-6.531255322828103393e-01,-1.620792893176214333e+00,1.303179539829957712e+00,1.770991517712882324e+00,1.004190365498674575e+00,-6.892637862042484409e-01,-4.651301083242033729e-01,-6.229812755880937969e-01,-3.443506477802607546e-01,-1.454831870230264501e+00,-1.172165301585558872e+00,-8.080142418764396650e-03,-8.403771264348824932e-03,4.239517226276787731e-01,1.670798840326893409e+00,-2.717995863458400607e-01,-6.062335605351029111e-01,3.606149219039070930e-01,-7.712154455033057854e-01,-9.504374904262808954e-01,-7.692293955993179111e-02,-1.935590344098886972e-01,-1.500644401439380493e+00,-1.941389687607295300e-01,8.000000000000000000e+00
